1,125771,NWC,5,5,420,80,33600.00,125771
2,117855,NWC,28,28,300,80,24000.00,117855
3,117854,NWC,28,28,40,80,3200.00,117854
4,112214,NWC,14,14,30,80,2400.00,112214
5,112213,NWC,14,14,80,80,6400.00,112213
6,111375,NWC,28,28,10,80,800.00,111375
7,111374,NWC,28,28,10,80,800.00,111374
8,110419,NWC,5,5,410,84,34440.00,110419
9,108049,NWC,14,14,30,93,2790.00,108049
10,108048,NWC,14,14,170,93,15810.00,108048
11,107087,NWC,14,14,10,93,930.00,107087
12,107086,NWC,14,14,340,93,31620.00,107086
13,106612,NWC,28,28,1120,85,95200.00,106612
14,106459,NWC,28,28,150,81,12150.00,106459
15,105669,NWC,28,28,100,80,8000.00,105669
16,105502,NWC,28,28,10,74,740.00,105502
17,104509,NWC,28,28,10,68,680.00,104509
18,104280,NWC,5,5,10,62,620.00,104280
19,104279,NWC,5,5,700,62,43400.00,104279
20,104047,NWC,28,28,10,68,680.00,104047
21,103430,NWC,28,28,10,62,620.00,103430
22,97605,NWC,28,28,10,57,570.00,97605
1,167729,NWC,25,25,10,81,810.00,167729
2,167728,NWC,25,25,10,81,810.00,167728
3,157856,NWC,14,14,10,81,810.00,157856
4,155161,NWC,25,13,50,90,4500.00,155161
5,146292,NWC,25,13,50,90,4500.00,146292
6,144065,NWC,5,5,420,85,35700.00,144065
7,143473,NWC,14,18,100,90,9000.00,143473
8,143472,NWC,14,18,100,90,9000.00,143472
9,141882,NWC,5,5,10,90,900.00,141882
10,140958,NWC,32,32,10,90,900.00,140958
11,140957,NWC,25,25,90,90,8100.00,140957
12,139050,NWC,25,25,50,90,4500.00,139050
13,136265,NWC,5,5,10,86,860.00,136265
14,136264,NWC,5,5,50,86,4300.00,136264
15,131655,NWC,5,5,10,95,950.00,131655
16,131654,NWC,5,5,10,95,950.00,131654
17,131653,NWC,5,5,10,95,950.00,131653
18,128372,NWC,28,1,120,95,11400.00,128372
1,203720,NWC,26,21,10,80,800.00,203720
2,195825,NWC,26,26,50,82,4100.00,195825
3,186352,NWC,28,28,50,77,3850.00,186352
1,285024,NWC,28,28,75,80,6000.00,285024
2,285023,NWC,28,28,75,80,6000.00,285023
3,285022,NWC,28,28,50,80,4000.00,285022
4,260634,NWC,14,14,30,80,2400.00,260634
5,253102,NWC,28,28,10,80,800.00,253102
1,375696,NWC,26,26,50,100,5000.00,375696
2,371520,NWC,26,22,10,100,1000.00,371520
3,371519,NWC,26,22,10,100,1000.00,371519
4,371518,NWC,26,22,10,100,1000.00,371518
5,371517,NWC,26,22,50,100,5000.00,371517
6,357282,NWC,14,28,70,100,7000.00,357282
7,357281,NWC,14,28,70,100,7000.00,357281
8,357280,NWC,14,28,130,100,13000.00,357280
9,353016,NWC,14,28,50,100,5000.00,353016
10,353015,NWC,14,28,50,100,5000.00,353015
11,353014,NWC,14,28,50,100,5000.00,353014
12,353013,NWC,14,28,50,100,5000.00,353013
13,350814,NWC,14,28,1700,100,170000.00,350814
14,350687,NWC,14,28,1080,96,103680.00,350687
15,350413,NWC,14,28,700,92,64400.00,350413
16,350307,NWC,28,28,700,88,61600.00,350307
17,349976,NWC,28,28,700,84,58800.00,349976
18,345990,NWC,26,29,10,80,800.00,345990
1,485640,NWC,14,14,10,100,1000.00,485640
2,485639,NWC,14,14,10,100,1000.00,485639
3,485638,NWC,14,14,10,100,1000.00,485638
4,451771,NWC,14,14,50,100,5000.00,451771
1,566715,NWC,26,14,700,95,66500.00,566715
2,564068,NWC,26,14,305,95,28975.00,564068
3,563000,NWC,26,14,200,95,19000.00,563000
4,532717,NWC,26,25,150,95,14250.00,532717
1,200809010165172,NWC,5,5,700,95,66500.00,2008-09-01 01:06:00.517200
